amt;themen_codes;themen;titel;beschreibung;formate;aktualisiert;url;slug;amt_id
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Bauzeit in Wiesbaden – 1987 bis 2024;Dieser Datensatz ist ein Auszug aus dem Statistischen Informationssystems des Amtes für Statistik und Stadtforschung aus dem Kapitel 'Bauen und Wohnen'. Quelle: Hessisches Statistisches Landesamt Erläuterungen: - Als Wohnung gilt die Gesamtheit der Räume, die zur Unterbringung eines Haushalts bestimmt ist und die eine eigene Küche oder Kochnische sowie einen eigenen Wohnungseingang aufweist. - Wohngebäude sind Gebäude, die mindestens zur Hälfte (gemessen an der Gesamtnutzfläche) Wohnzwecken dienen. - Nichtwohngebäude sind Gebäude, die überwiegend für Nichtwohnzwecke (gemessen an der Gesamtnutzfläche) bestimmt sind. Hierzu zählen beispielsweise Bürogebäude, gewerbliche Betriebsgebäude oder Schulgebäude. Als Nichtwohngebäude werden aber auch Gebäude mit gemischter Nutzung gezählt, bei denen weniger als die Hälfte Wohnzwecken dient. - Eigentumswohnungen sind Wohnungen, an denen durch Eintragung im Grundbuch Eigentum nach dem Wohnungseigentumsgesetz begründet worden ist. Zum Wohnungseigentum gehören das Sondereigentum an einer Wohnung sowie ein Miteigentumsanteil am Grundstück und an gemeinschaftlichen Gebäudeteilen. Ein Wohngebäude besteht entweder ausschließlich aus Eigentumswohnungen, oder es befindet sich überhaupt keine Eigentumswohnung darin. Eigentumswohnungen können vermietet oder von den Eigentümern selbst bewohnt sein. Spaltenübersicht: - Jahr - Durchschnittliche Bauzeit (Monate): Alle Gebäude - Durchschnittliche Bauzeit (Monate): Wohngebäude - Durchschnittliche Bauzeit (Monate): Ein- und Zweifamilienhäuser - Durchschnittliche Bauzeit (Monate): Nichtwohngebäude - Durchschnittliche Bauzeit (Monate): Eigentumswohnungen Weitere Informationen und Graphiken sind zu finden im Kapitel 'Bauen und Wohnen' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-14;https://opendata.cloud.wiesbaden.de/app/data-catalog/cf5a7521-13d1-46f2-925f-99682ffbb5a7;cf5a7521-13d1-46f2-925f-99682ffbb5a7;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Bauüberhang in Wiesbaden – 2011 bis 2024;Dieser Datensatz ist ein Auszug aus dem Statistischen Informationssystems des Amtes für Statistik und Stadtforschung aus dem Kapitel 'Bauen und Wohnen'. Quelle: Hessisches Statistisches Landesamt Erläuterungen: - Als Wohnung gilt die Gesamtheit der Räume, die zur Unterbringung eines Haushalts bestimmt ist und die eine eigene Küche oder Kochnische sowie einen eigenen Wohnungseingang aufweist. - Bauherr ist, wer im eigenen Namen und für eigene oder fremde Rechnung Bauvorhaben durchführt oder durchführen lässt. Es wird zwischen Wohnungsunternehmen, sonstigen Unternehmen, privaten Haushalten und öffentlichen Bauherren (Bund, Länder, Gemeinden und Sozialversicherungen) sowie Organisationen ohne Erwerbszweck (z. B. Kirchen, Vereine) unterschieden. - Zu den Wohnungsunternehmen zählen alle Unternehmen, die Wohngebäude errichten lassen, um die Wohnungen zu vermieten oder zu verkaufen. Maßgebend für die Einordnung als Wohnungsunternehmen ist der wirtschaftliche Schwerpunkt des Unternehmens. Spaltenübersicht: - Jahr - Gesamtzahl der Wohnungen - Wohnungen noch nicht begonnen - Wohnungen im Bau - Wohnungen unter Dach - Wohnungen in Ein- und Zweifamilienhäusern - Wohnungsunternehmen - Sonstige Unternehmen - Private Haushalte - Öffentliche Bauherren - Gesamtzahl der Gebäude - Gebäude noch nicht begonnen - Gebäude im Bau - Gebäude unter Dach - Ein- und Zweifamilienhäuser Weitere Informationen und Graphiken sind zu finden im Kapitel 'Bauen und Wohnen' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-14;https://opendata.cloud.wiesbaden.de/app/data-catalog/911df4df-14b8-4f79-8f29-90a7f770c82d;911df4df-14b8-4f79-8f29-90a7f770c82d;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand mit Nebenwohnsitz nach Ortsbezirken in Wiesbaden - Januar 2026;Dieser Datensatz beinhaltet aktuelle Kurzinformationen aus der Wiesbadener Statistik zum Thema Bevölkerungsbestand mit Nebenwohnsitz in den Ortsbezirken am 31.01.2026. Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden. Hinweis zur Geheimhaltung: Zur Wahrung des Datenschutzes und statistischer Geheimhaltung wurden Zellen mit kleinen Fallzahlen angepasst. Für alle numerischen Werte gilt: Werte kleiner als 3 werden auf 0 gesetzt, Werte zwischen 3 und 5 werden auf 5 gerundet. Zusätzlich wird bei Bedarf eine weitere Zelle auf 5 gesetzt, um Rückschlüsse über Rand- bzw. Gesamtsummen zu vermeiden.;CSV, JSON;2026-02-02;https://opendata.cloud.wiesbaden.de/app/data-catalog/f7320bab-9ad9-42c1-a81d-5573d5920d87;f7320bab-9ad9-42c1-a81d-5573d5920d87;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - April 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/55a73c96-fb5f-4d24-802f-5d5f5ac53d57;55a73c96-fb5f-4d24-802f-5d5f5ac53d57;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - Dezember 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/cbbd4eda-07d3-4870-93e6-e6daf8fc1bca;cbbd4eda-07d3-4870-93e6-e6daf8fc1bca;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - Juli 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/f28b481c-07bb-4f47-b0a8-4208c4562424;f28b481c-07bb-4f47-b0a8-4208c4562424;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - Juni 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/f52d6626-7ba4-4519-8a6f-ee3b475de19b;f52d6626-7ba4-4519-8a6f-ee3b475de19b;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - Mai 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/38852dd7-fd38-4730-916d-2bbb6efcfe4f;38852dd7-fd38-4730-916d-2bbb6efcfe4f;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - November 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/fb70cb18-bdb0-4268-ac8d-8153113a1cc6;fb70cb18-bdb0-4268-ac8d-8153113a1cc6;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Ortsbezirken in Wiesbaden - September 2025;Dieser Datensatz ist ein Auszug aus den monatlichen Kurzinformationen über den Bevölkerungsbestand des Amtes für Statistik und Stadtforschung. Im PDF Format erscheinen die Kurzinformation unter: https://www.wiesbaden.de/leben-in-wiesbaden/stadtportraet/daten-fakten/statistik-aktuell. Der Feststellung der Bevölkerungszahl liegt der Begriff der Bevölkerung am Ort der alleinigen bzw. Hauptwohnung zu Grunde. Zur Bevölkerung zählen demnach auch die mit Hauptwohnsitz gemeldeten ausländischen und staatenlosen Personen, nicht dagegen die Personen, die nur mit Nebenwohnsitz in Wiesbaden gemeldet sind. Ebenfalls nicht zur ausgewiesenen Bevölkerung gehören die Angehörigen der ausländischen Stationierungsstreitkräfte sowie deren Familien. Als Quelle für die Bevölkerungszahl in Wiesbaden gilt wie in anderen Städten und Kommunen dabei das Einwohnermeldewesen der Stadt, sodass sich die hier veröffentlichte Einwohnerzahl von der amtlichen Bevölkerungszahl unterscheidet, die von den Statistischen Landesämtern durch Fortschreibung der Volkszählungs- bzw. Zensusergebnisse ermittelt wird. Seit Einführung der Zweitwohnungssteuer am 1.1.2016 ist im Einwohnerregister von einer realistischen Zahl der Personen mit Nebenwohnsitz auszugehen, zusammen mit der Bevölkerung am Ort der Hauptwohnung bilden beide die wohnberechtigte Bevölkerung. Quelle: Melderegister, emeld21 Erläuterungen: - Als Ausländerinnen und Ausländer gelten Personen, die nicht die deutsche Staatsangehörigkeit besitzen. Dazu gehören auch Staatenlose und Personen mit ungeklärter Staatsangehörigkeit. Deutsche, die zugleich eine andere Staatsangehörigkeit besitzen, zählen dagegen nicht zu diesem Personenkreis. Die Klassifikation der Staatsangehörigkeiten basiert auf der vom Statistischen Bundesamt herausgegebenen Staats- und Gebietssystematik. Teilweise gibt es im Einwohnermeldedatensatz noch Personen mit Staatsangehörigkeitsschlüsseln, die heute nicht mehr aktuell sind: So wird Jugoslawien-Altfall zu Serbien, Sowjetunion-Altfall zur Russischen Föderation, CSSR-Altfall zur Tschechischen Republik hinzugerechnet. Als ausländische EU-Bürger/-innen werden die Staatsangehörigen der Nationen bezeichnet, die zu dem jeweiligen Stichtag Mitglied der Europäischen Union sind. Spaltenübersicht: - ortsbezirk_id - ortsbezirk_name - bevoelkerung - frauen - deutsche - auslaender_innen Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden.;CSV, JSON;2026-01-16;https://opendata.cloud.wiesbaden.de/app/data-catalog/cfe6b17f-de1c-4518-863e-77e65e412688;cfe6b17f-de1c-4518-863e-77e65e412688;12_statistik_stadtforschung_lhw
Amt für Statistik und Stadtforschung, Landeshauptstadt Wiesbaden;REGI, SOCI;Regionen und Städte / Bevölkerung und Gesellschaft;Kurzinfo Bevölkerungsbestand nach Wahlbezirken in Wiesbaden - Januar 2026;Dieser Datensatz beinhaltet aktuelle Kurzinformationen aus der Wiesbadener Statistik zum Thema Bevölkerungsbestand in den Wahlbezirken am 31.01.2026. Weitere jährliche Informationen und Graphiken sind zu finden im Kapitel 'Bevölkerung' unter https://www.wiesbaden.de/jahrbuch. Bei Fragen und Wünschen bitte an das Postfach statistik@wiesbaden.de wenden. Hinweis zur Geheimhaltung: Zur Wahrung des Datenschutzes und statistischer Geheimhaltung wurden Zellen mit kleinen Fallzahlen angepasst. Für alle numerischen Werte gilt: Werte kleiner als 3 werden auf 0 gesetzt, Werte zwischen 3 und 5 werden auf 5 gerundet. Zusätzlich wird bei Bedarf eine weitere Zelle auf 5 gesetzt, um Rückschlüsse über Rand- bzw. Gesamtsummen zu vermeiden.;CSV, JSON;2026-02-02;https://opendata.cloud.wiesbaden.de/app/data-catalog/636bad7d-3358-486f-a7d8-73bd1571c52f;636bad7d-3358-486f-a7d8-73bd1571c52f;12_statistik_stadtforschung_lhw
